GRADE_NAME,SS-PREV,SS,NP-PREV,NP,IS-ELA,FRL,Asian,Black,Multi,White,Disabled,Gender,Gifted,YEARS_TEACHING,Months-Until-Renewal,Annual Salary,SumOfCertificates,YEARS_TEACHING * IS-ELA,YEARS_TEACHING * FREE-LUNCH,YEARS_TEACHING * REDUCED-LUNCH,YEARS_TEACHING * Asian,YEARS_TEACHING * Black,YEARS_TEACHING * Native,YEARS_TEACHING * Multi,YEARS_TEACHING * White,YEARS_TEACHING * Disabled,YEARS_TEACHING * Gender,YEARS_TEACHING * Gifted,BUSINESS,English,ENGLISH LANGUAGE ARTS,Foreign Languages Spanish,General Elementary Educ,INDUSTRIAL ARTS/TECHNOLOGY ED,Instructional Technology Tchr,MATHEMATICS,Mathematics Middle School,Physical Curr Physical Ed,Science General,SCIENCE NATURAL,Soc Sciences History,Soc Sciences Social Studies,SOCIAL SCIENCES,TECHNICAL ED/COMPUTER TECH
9,437,409,35,30,0,2,0,0,0,0,1,0,0,1,35.61,37928,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,437,409,35,30,0,2,0,0,0,0,1,0,0,1,35.12,37928,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,495,518,49,76,0,2,0,1,0,0,0,0,0,2,18.48,40081,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,495,518,49,76,0,2,0,1,0,0,0,0,0,2,23.1,40081,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,605,632,39,84,0,2,0,0,0,0,0,1,1,1,35.35,37833,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,605,632,39,84,0,2,0,0,0,0,0,1,1,1,35.35,37833,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,605,632,39,84,0,2,0,0,0,0,0,1,1,1,30.73,37833,5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,489,425,60,19,0,1,0,1,0,0,0,0,0,14,57.76,74277,4,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9,489,425,60,19,0,1,0,1,0,0,0,0,0,14,62.38,74277,4,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
9,490,541,15,86,0,2,0,0,0,0,0,0,0,7,17.76,47070,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9,490,541,15,86,0,2,0,0,0,0,0,0,0,7,22.38,47070,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9,548,537,96,67,0,2,0,0,0,0,0,0,1,36,30.03,69467,7,0,36,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,548,537,96,67,0,2,0,0,0,0,0,0,1,36,34.65,69467,7,0,36,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,548,537,96,67,0,2,0,0,0,0,0,0,1,36,34.65,69467,7,0,36,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,548,537,96,67,0,2,0,0,0,0,0,0,1,36,30.03,69467,7,0,36,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,469,427,45,27,0,2,0,0,0,0,0,0,0,36,34.65,69467,7,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,469,427,45,27,0,2,0,0,0,0,0,0,0,36,30.03,69467,7,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,469,427,45,27,0,2,0,0,0,0,0,0,0,36,34.65,69467,7,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,469,427,45,27,0,2,0,0,0,0,0,0,0,36,30.03,69467,7,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
9,579,599,5,56,0,2,1,0,0,0,0,0,0,10,52.94,53747,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,579,599,5,56,0,2,1,0,0,0,0,0,0,10,57.56,53747,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,627,625,41,31,0,0,0,0,0,1,0,1,1,0,29.97,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,627,625,41,31,0,0,0,0,0,1,0,1,1,0,34.59,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,611,608,65,41,0,0,0,1,0,0,0,0,1,20,49.9,69322,3,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9,611,608,65,41,0,0,0,1,0,0,0,0,1,20,45.28,69322,3,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9,441,492,31,91,0,2,0,0,0,0,0,0,0,11,40.33,47934,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,441,492,31,91,0,2,0,0,0,0,0,0,0,0,11.62,37552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,605,611,75,65,0,0,0,0,0,0,0,0,1,2,18.48,40081,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9,605,611,75,65,0,0,0,0,0,0,0,0,1,0,12.64,37552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,645,641,66,36,0,0,0,0,0,0,0,1,0,5,10.89,41307,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,645,641,66,36,0,0,0,0,0,0,0,1,0,5,6.27,41307,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,507,504,63,52,1,2,0,0,0,0,0,0,0,9,35.28,54118,3,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9,507,504,63,52,1,2,0,0,0,0,0,0,0,4,39.8,40839,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,507,504,63,52,1,2,0,0,0,0,0,0,0,4,35.18,40839,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,507,504,63,52,1,2,0,0,0,0,0,0,0,4,35.18,40839,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,507,504,63,52,1,2,0,0,0,0,0,0,0,4,39.8,40839,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,604,636,22,86,0,0,0,0,0,1,0,0,1,10,52.94,53747,4,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,604,636,22,86,0,0,0,0,0,1,0,0,1,10,57.56,53747,4,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,569,581,16,50,1,2,0,0,0,0,0,1,0,5,57.06,63236,4,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,569,581,16,50,1,2,0,0,0,0,0,1,0,5,52.44,63236,4,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,5,17.36,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,4,39.8,40839,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,5,21.98,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,5,17.36,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,5,21.98,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,486,474,57,51,0,2,0,0,0,0,0,0,0,4,39.8,40839,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,526,574,43,95,0,2,0,0,0,0,0,0,0,4,35.18,40839,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,526,574,43,95,0,2,0,0,0,0,0,0,0,4,35.18,40839,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
10,644,679,44,88,0,0,0,1,0,0,0,1,1,20,40.43,73838,4,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
10,644,679,44,88,0,0,0,1,0,0,0,1,1,6,31.65,58575,6,0,0,0,0,6,0,0,0,0,6,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10,644,679,44,88,0,0,0,1,0,0,0,1,1,6,36.27,58575,6,0,0,0,0,6,0,0,0,0,6,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10,644,679,44,88,0,0,0,1,0,0,0,1,1,14,57.76,74277,4,0,0,0,0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10,530,553,39,50,0,1,0,0,0,0,0,1,0,1,61.29,37928,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10,530,553,39,50,0,1,0,0,0,0,0,1,0,1,65.91,37928,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10,448,431,78,37,1,2,1,0,0,0,0,1,0,2,65.12,39055,3,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,448,431,78,37,1,2,1,0,0,0,0,1,0,2,60.5,39055,3,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,640,684,18,90,0,0,0,0,1,0,0,0,1,0,33.7,37552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,640,684,18,90,0,0,0,0,1,0,0,0,1,0,29.08,37552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,538,587,41,87,1,2,0,0,0,0,0,0,0,11,35.71,47934,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,538,587,41,87,1,2,0,0,0,0,0,0,0,1,35.12,37928,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,538,587,41,87,1,2,0,0,0,0,0,0,0,11,40.33,47934,3,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10,538,587,41,87,1,2,0,0,0,0,0,0,0,1,30.5,37928,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,642,649,79,53,0,0,0,0,0,0,0,0,0,0,29.97,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,642,649,79,53,0,0,0,0,0,0,0,0,0,0,34.59,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,554,560,11,16,0,2,0,0,0,0,0,0,0,34,48.81,79447,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,554,560,11,16,0,2,0,0,0,0,0,0,0,34,53.43,79447,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,537,579,36,78,0,2,0,0,0,0,0,1,0,3,59.01,39713,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,537,579,36,78,0,2,0,0,0,0,0,1,0,5,35.58,45504,3,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,537,579,36,78,0,2,0,0,0,0,0,1,0,5,40.43,45504,3,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,537,579,36,78,0,2,0,0,0,0,0,1,0,3,54.16,39713,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,541,576,76,86,1,2,0,0,0,0,0,0,0,5,4.29,39260,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,541,576,76,86,1,2,0,0,0,0,0,0,0,5,8.91,39260,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,584,585,90,45,0,2,0,0,0,1,0,1,0,5,53.76,47588,6,0,5,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,584,585,90,45,0,2,0,0,0,1,0,1,0,5,49.14,47588,6,0,5,0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,603,629,68,78,0,1,0,0,0,0,0,0,0,3,32.61,40933,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,591,624,63,85,0,2,0,0,0,0,0,1,0,3,39.54,42336,3,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,591,624,63,85,0,2,0,0,0,0,0,1,0,3,44.16,42336,3,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,555,526,90,18,1,2,0,0,0,0,0,1,0,3,37.23,40933,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,555,526,90,18,1,2,0,0,0,0,0,1,0,3,32.61,40933,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,570,579,96,66,0,0,1,0,0,0,0,0,0,9,78.38,72702,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
10,395,448,31,52,0,2,0,0,0,0,1,0,0,3,32.61,40933,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,395,448,31,52,0,2,0,0,0,0,1,0,0,3,37.23,40933,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10,621,618,86,31,0,2,0,0,0,0,0,1,0,5,35.58,45504,3,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,621,618,86,31,0,2,0,0,0,0,0,1,0,3,66.8,40933,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,621,618,86,31,0,2,0,0,0,0,0,1,0,3,61.95,40933,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,621,618,86,31,0,2,0,0,0,0,0,1,0,5,40.43,45504,3,0,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,630,653,10,46,0,2,0,0,0,0,0,0,0,21,76.47,89652,3,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,630,653,10,46,0,2,0,0,0,0,0,0,0,21,71.85,89652,3,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,548,537,63,18,0,2,0,0,0,0,0,1,0,5,8.91,39260,2,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,670,648,88,9,0,2,0,0,0,0,0,0,1,20,57.69,76083,4,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,670,648,88,9,0,2,0,0,0,0,0,0,1,20,53.07,76083,4,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,670,648,88,9,0,2,0,0,0,0,0,0,1,20,48.91,65349,4,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
10,440,502,64,89,1,2,0,0,0,0,1,0,0,6,21.58,41646,4,6,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10,440,502,64,89,1,2,0,0,0,0,1,0,0,6,26.2,41646,4,6,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
10,725,783,63,96,0,0,0,0,0,1,0,0,1,21,76.47,89652,3,0,0,0,0,0,0,0,21,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,725,783,63,96,0,0,0,0,0,1,0,0,1,21,71.85,89652,3,0,0,0,0,0,0,0,21,0,0,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,630,644,11,34,0,0,0,0,0,0,0,0,0,0,29.97,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,630,644,11,34,0,0,0,0,0,0,0,0,0,0,34.59,37827,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,455,497,71,82,1,2,0,0,0,0,0,1,0,5,49.14,47588,6,5,5,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10,455,497,71,82,1,2,0,0,0,0,0,1,0,5,24.75,32821,3,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
10,455,497,71,82,1,2,0,0,0,0,0,1,0,34,48.81,79447,4,34,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,455,497,71,82,1,2,0,0,0,0,0,1,0,34,53.43,79447,4,34,34,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,667,710,51,93,0,2,1,0,0,0,0,1,1,19,54.06,64792,2,0,19,0,19,0,0,0,0,0,19,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,667,710,51,93,0,2,1,0,0,0,0,1,1,19,58.68,64792,2,0,19,0,19,0,0,0,0,0,19,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,509,518,52,40,0,0,0,1,0,0,0,1,0,24,53.47,44281,4,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,509,518,52,40,0,0,0,1,0,0,0,1,0,24,58.09,44281,4,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
10,482,549,4,70,1,2,0,0,0,0,0,0,0,5,4.29,39260,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,482,549,4,70,1,2,0,0,0,0,0,0,0,5,8.91,39260,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,591,615,49,84,0,0,0,0,0,0,0,1,0,1,22.15,41584,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,591,615,49,84,0,0,0,0,0,0,0,1,0,1,17.52,41584,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
9,530,565,67,91,0,2,0,0,0,0,0,0,0,10,46.93,59008,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9,530,565,67,91,0,2,0,0,0,0,0,0,0,10,42.08,59008,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9,530,565,67,91,0,2,0,0,0,0,0,0,0,10,42.08,59008,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9,542,601,23,98,0,2,0,0,1,0,0,1,0,10,52.94,53747,4,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,542,601,23,98,0,2,0,0,1,0,0,1,0,10,57.56,53747,4,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
9,475,469,34,40,1,2,0,0,0,0,0,0,0,1,35.35,37833,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,475,469,34,40,1,2,0,0,0,0,0,0,0,1,35.35,37833,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,475,469,34,40,1,2,0,0,0,0,0,0,0,1,30.73,37833,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
9,558,549,61,36,0,2,0,0,0,0,0,0,0,14,43.83,70147,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,558,549,61,36,0,2,0,0,0,0,0,0,0,5,17.36,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,558,549,61,36,0,2,0,0,0,0,0,0,0,5,17.36,45436,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
9,558,549,61,36,0,2,0,0,0,0,0,0,0,14,39.21,70147,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,643,659,31,60,0,0,0,0,0,1,0,1,1,3,28.38,27512,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9,643,659,31,60,0,0,0,0,0,1,0,1,1,3,33,27512,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
9,458,391,30,11,1,2,0,0,0,0,0,1,0,1,30.5,37928,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,458,391,30,11,1,2,0,0,0,0,0,1,0,1,30.5,37928,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,458,391,30,11,1,2,0,0,0,0,0,1,0,2,22.11,38680,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,657,643,44,9,0,0,0,0,0,0,0,1,1,20,53.07,76083,4,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,657,643,44,9,0,0,0,0,0,0,0,1,1,20,53.07,76083,4,0,0,0,0,0,20,0,0,0,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9,657,643,44,9,0,0,0,0,0,0,0,1,1,14,43.83,70147,3,0,0,0,0,0,14,0,0,0,14,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
9,546,580,44,91,0,2,0,0,1,0,0,0,0,5,53.37,53064,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,546,580,44,91,0,2,0,0,1,0,0,0,0,5,57.99,53064,2,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,565,584,59,77,0,0,0,0,0,1,0,0,0,3,39.54,41686,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9,565,584,59,77,0,0,0,0,0,1,0,0,0,3,44.16,41686,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
9,494,498,67,63,1,2,0,0,0,0,0,0,0,15,67.46,63730,4,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
9,494,498,67,63,1,2,0,0,0,0,0,0,0,5,57.06,63236,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,548,522,84,29,0,2,0,0,0,0,0,1,0,0,7,37552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,548,522,84,29,0,2,0,0,0,0,0,1,0,11,40.33,47934,3,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,548,522,84,29,0,2,0,0,0,0,0,1,0,0,11.62,37552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9,548,522,84,29,0,2,0,0,0,0,0,1,0,11,35.71,47934,3,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,516,463,22,4,0,0,0,0,0,0,0,0,0,4,39.8,40839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,516,463,22,4,0,0,0,0,0,0,0,0,0,4,39.8,40839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,516,463,22,4,0,0,0,0,0,0,0,0,0,4,35.18,40839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,516,463,22,4,0,0,0,0,0,0,0,0,0,4,35.18,40839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9,620,612,82,41,0,0,0,0,0,0,0,0,0,3,28.38,27512,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
