ID,NumberPhenotypes
14,'0100010110110000101011011110010100111010000001010011001001010',6
14,'1111001111111101011010100010110100010101101100100111011001110',4
14,'1110100111010100011101100100111111011111011110000011011100100',7
14,'1011010110110010111001111110101111001111100111011011001101011',9
14,'1000010110101000111010111100001110111111011001011011110001100',1
14,'1100101110000100011101101100111111011111011110000011011000100',6
14,'0100010110110000101011011110010100111010000011010011001001010',2
14,'1111100111010100011101100100111111011111011011000001001000100',3
14,'0110111110011111100000111111110000111110011001110111100010101',2
14,'1110100111010000011101100100111111011111011110000011011100100',1
14,'0011010110110010111001111110101111001111100111011011001111011',1
14,'0000010110110000101010011110010100111010100011011011000001010',1
14,'0100110110110010101011010110110000011010000011010011001001010',2
14,'1110100111010100011101100110111111011111011110000011010110100',2
14,'1011010110110011111001111110101111001111100111010111001001011',1
14,'0100110110110010101011011110010100011010000011010010001001010',2
14,'1000010110101000101011111100001010111110010001011111110001100',1
14,'0101000111100000010001101011000110110110111101010111010111011',1
14,'0101000111100000010000101111000110110110110101010011010011001',5
14,'0101110110110010101011011010010100011010000011011011001001010',1
14,'1010010110110010111101111100000111001111101111011011000101011',2
14,'0100110110110010101010011110010100011010000011010011001001010',2
14,'1111000011010100011100110100111111011111011011000001001100100',1
14,'1011010110110011111001111110100111001111100111011111001101011',1
14,'0100010110100000101011011110010100111010010001010011001001010',2
14,'1011011110110010011001111110101111001111100111011001001101011',1
14,'0001010110110000100011011110010100111010101011011001000001010',1
14,'1011010110110010110001110110101111001111100111011011001110010',1

15,'0010010110010000111101101110000111001111110111011011000101011',1
15,'1010010110110010111101111110000111001111101111011011000101011',20
15,'0100110110110010101011011110010100011010000011010011001001010',12
15,'0100010110110000101011011110010100111010000001010011001001010',2
15,'0100010110110000101011011110010100111010000011010011001001010',4
15,'1110100111010100011101100100111111011111011110000011011100100',6
15,'1000010110101000111010111100001110111111011001011011110001100',2
15,'1100101110000100011101101100111111011111011110000011011000100',3
15,'1011010110110010110001110110101111001111100111011011001110010',2
15,'0011010110110010111001111110101111001111100111011011001111011',2
15,'1110101110000100011101101100111101011111011110000011011010100',1
15,'1110100111010000011101100100111111011111011110000011011100100',2
15,'0100110110110010101011011110110100011010000001010011001001010',1
15,'0010010110010000111101101110000011001111110111011011000101011',1
15,'0100010110100000101011011110010100111010010001010011001001010',3
15,'0100110110110010101011010110110000011010000011010011001001010',4
15,'1011011110110010111001111110101111001111101111011011001101011',1
15,'1011010110110010111001111110101111001111100111011011001101011',6
15,'1110100111010100011101100110111111011111011110000011010110100',4
15,'1011010110110011111001111110101111001111100111010111001001011',2
15,'0100110110110010101011011110010100011010000011010010001001010',2
15,'1000010110101000101011111100001010111110010001011111110001100',2
15,'1110100111010110011101100100111111011111011110000011011100100',1
15,'0101000111100000010000101111000110110110110101010011010011001',7
15,'1011010110010010101001111110111111001111110111011011001101001',1
15,'0101110110110010101011011010010100011010000011011011001001010',2
15,'0101001111100000010000001111000010110110110101010011010011001',1
15,'1011010110110011111001111110100111001111100111011111001101011',1
15,'0110100101010100011101100100111011011111011110000011111100100',1
15,'0011010110010011101001101110100111001111100111011111001101011',1
15,'0100110110110011101011001110010100010010000011010111001001010',1
15,'0100110110100101101011000110010100111010010001010011001001010',1

16,'1010010110110010111101111110000111001111101111011011000101011',10
16,'1010010110110110101101111110000111001111101111011001010101011',1
16,'0100010110110000101011011110010100111010000001010011001001010',4
16,'1110100111010100011101100100111111011111011110000011011100100',8
16,'1000010110101000111010111100001110111111011001011011110001100',2
16,'0101000111100000010000101111000110110110110101010011010011001',10
16,'1110100111010000011101100100111111011111011110000011011100100',2
16,'1011010110110010110001110110101111001111100111011011001110010',4
16,'0100010110110000101011011110010100111010000011010011001001010',2
16,'0100110110110010101011011110010100011010000011010011001001010',14
16,'0100110110110010101011011110010100011010000011000011001001010',1
16,'0011010110110010111001111110101111001111100111011011001111011',4
16,'1110100111010100011101100110111111011111011110000011010110100',6
16,'0100010110100000101011011110010100111010010001010011001001010',2
16,'0100110110110010101011010110110000011010000011010011001001010',6
16,'1011010110110010111001111110101111001111100111011011001101011',6
16,'1000010110101000101011111100001110111100010001101111100001100',1
16,'0101110110110010101011011010010100011010000011011011001001010',2
16,'0100110110110010101011011110010100011010000011010010001001010',2
16,'1100101111000100011101101100111101011011011110000011111000100',1
16,'1000010110101000101011111100001010111110010001011111110001100',1
16,'1011010111010010101001111110100111001111100111011001001101011',1
16,'1011010110110011111001111110100111001111100111011111001101011',2
16,'1011010110110010101001111110101111101111100111011011001101011',1
16,'0100110110100101101011000110010100111010010001010011001001010',2
16,'0100110000110010101011011110010100011010000011010011001001010',1
16,'0110100101010100011101100100111011011111011110000011111100100',2
16,'1010010110010010111101111110000111001111101110011011000101011',1
16,'1100101110000100011101101100111111011111011110000011011000100',1

17,'1010010110110010111101111110000111001111101111011011000101011',8
17,'0101110110110010101011011010010100011010000011011011001001010',4
17,'1010010110110110101101111110000111001111101111011001010101011',2
17,'0100110110110010101011011110010100011010000011010011001001010',8
17,'0100010110110000101011011110010100111010000001010011001001010',2
17,'1110100111010100011101100110111111011111011110000011010110100',8
17,'1110100111010100011101100100111111011111011110000011011100100',10
17,'0101000111100000010000101111000110110110110101010011010011001',9
17,'0100010110110000101011011110010100111010000011010011001001010',4
17,'1011010110110010110001110110101111001111100111011011001110010',4
17,'0011010110110010111001111110101111001111100111011011001111011',6
17,'1100101110000100011101101100111111011111011110000011011000100',2
17,'1101000111100000010100001010000110110110110101010011011011001',1
17,'0100110110110010101011010110110000011010000011010011001001010',6
17,'1100110111000100011101110100111111011110011110000011011100100',1
17,'1011010110110010101001111110101111101111100111011011001101011',2
17,'0100010110100000101011011110010100111010010001010011001001010',1
17,'1000010110101000111010111100001110111111011001011011110001100',2
17,'0101100111100000010100101111000110110110110100010011010011001',1
17,'1000010110101000101011111100001110111100010001101111100001100',2
17,'0101000111100000010000101111000111100110110101010011010011001',1
17,'1011010110110011111001111110100111001111100111011111001101011',4
17,'1010100110010100011101100000011111011111011100000011011100100',1
17,'1011010111010010101001111110100111001111100111011001001101011',2
17,'0100110110100101101011000110010100111010010001010011001001010',2
17,'1011010110110010111001111110101111001111100111011011001101011',4
17,'0101110110110010101011011110010100011010000011010011001001010',1
17,'0100010110100000100011011110010100111010010001010011001001110',1
17,'0100110110110010101011011110010000001010000011010011001001010',1

18,'1001010110110011111001111110100111001111100111011111000101011',1
18,'0101110110110010101011011010010100011010000011011011001001010',5
18,'1010010110110110101101111110000111001111101111011001010101011',1
18,'1110100111010100011101100100110111000111011110000011010110100',1
18,'0010010110110011111001101100101111001111100111011011001111011',1
18,'0100010110110000101011011110010100111010000011010011001001010',8
18,'1110100111010100011101100100111111011111011110000011011100100',9
18,'0101110110110010101011011010010000011010000011011111101001010',1
18,'1110100111010100011101100110111111011111011110000011010110100',7
18,'1011010110110010110001110110101111001111100111011011001110010',3
18,'1000010110101000101011111100001110111100010001101111100001100',2
18,'1100101110000100011101101100111111011111011110000011011000100',4
18,'0011010110110010111001111110101111001111100111011011001111011',7
18,'1101000111100000010100001010000110110110110101010011011011001',2
18,'1011010110110010111001111110101111001111100111011011001101011',6
18,'0100110110110010101011010110110000011010000011010011001001010',4
18,'1010010110110010111101111110000111001111101111011011000101011',5
18,'1011010110110010101001111110101111101111100111011011001101011',4
18,'0101000111100000010000101111000110110110110101010011010011001',4
18,'1011010111010010101001111110100111001111100111011001001101011',2
18,'0100010110100000100011011110010100111010010001010011001001110',2
18,'0100110110110010101011011110010100011010000011010011001001010',8
18,'1011010110110010100001110110101111001111100111011111001110000',1
18,'0101100111100000010100101111000110110110110100010011010011001',2
18,'1011010110110011111001111110100111001111100111011111001101011',1
18,'0100110110110010101011010011110000011010000011010011001011010',1
18,'0100010110110000101011011110010100111010000001010011001001010',2
18,'0100110110110010101011011110010000001010000011010011001001010',2
18,'1010010110111110101101111110000111001011101111011001010100001',1
18,'1010010110110010111100111010000111001101101111011011000100010',1
18,'1111100111010100011101100100111111011111011110000011011100100',1
18,'0100110110110010101011010110100000011010000011010011001001010',1

19,'1011010111010010101001111110100111001111100111011001001101011',2
19,'0101110110110010101011011010010100011010000011011011001001010',6
19,'1010010110110110101101111110000111001111101111011001010101011',2
19,'1110100111010100011101100100110111000111011110000011010110100',2
19,'0010010110110011111001101100101111001111100111011011001111011',2
19,'1110100111010100011101100100111111011111011110000011011100100',10
19,'0100010010100000101011011111010100111010000011010011001001010',1
19,'1110100111010100011101100110111111011111011110000011010110100',11
19,'1011010110110010111001111110101111001111100111011011001101011',8
19,'0100010110110000101011011110010100111010000011010011001001010',2
19,'1011010110110010101001111110101111101111100111011011001101011',5
19,'0100110110110010101011010110110000011010000011010011001001010',6
19,'0011010110110010111001111110101111001111100111011011001111011',6
19,'1011011110110010101001111110101111101111100111011011001101011',1
19,'1010010110110010111101111110000111001111101111011011000101011',2
19,'0101000111100000010000101111000110110110110101010011010011001',5
19,'0100110110110010101011011110010100011010000011010011001001010',4
19,'0100010110100000100011011110010100111010010001010011001001110',2
19,'1011010110110011111001111110100111001111100111011111001101011',2
19,'0101000111100000010000001111000110110110110101110011010101001',1
19,'0101100111100000010100101111000110110110110100010011010011001',2
19,'1011010110110010110001110110101111001111100111011011001110010',4
19,'1010010110111110101101111110000111001011101111011001010100001',2
19,'1110100110010100011101100110111111011110011110000011011100100',1
19,'0100110110110010101011011110010000001010000011010011001001010',2
19,'0100110110110010101011010011110000011010000011010011001011010',2
19,'1101000111100000010100001010000110110110110101010011011011001',2
19,'1110100011010100011101100110111111011101011110100011010110100',1
19,'0100010110110000101011011110010100111110010011010111001001010',1
19,'1110100111110110011101101100011111011111011110000011011100100',1
19,'1111100111010100011101100100111111011111011110000011011100100',2
