ID,NumberPhenotypes
35,'1001001110010100011101010100011010011010110101010000011011111000010',2
35,'1001011110011000011001010110011011011010110111010000001010111000010',1

36,'1001001110011000011001010110010011011011110011010000001010111000010',31
36,'1001001110010100011101010110011010001011110101010000011011111001010',6
36,'1011001110011000011101011110010011011011110111011000001010111000110',4
36,'1001001110010000011101010110011010001011110111010000011011111001010',11
36,'1011011110110000001100010010011110001111110111000000011011110001010',8
36,'1001001110010000011101010110011010011011110111010000011011111001010',1
36,'1001001110011010010001010110010011011011110011010000101010110100010',1
36,'1101111110011000011101011110010011011011110111010010011010111100010',6
36,'1001001110010100011101010100011010011010110101010000011011111000010',2
36,'1001001110011000011001010110011011011011110011010000001010111000010',5
36,'1101111110011101011101011110010011011011110111010010011010111100010',2
36,'1001001110011000011101010110010011011011110111010000001010111100010',6
36,'1001001110011000011001010110111010001010110111010000101010111100111',1
36,'1001001110010001011001010110111010001011110111010010011011111001010',6
36,'1001101110000001011001010110111010001011110111010010111111111001010',2
36,'1001001110110000001101010010011110001111110111010000011011110001010',2
36,'1101001110011000011001010110010011011011110011010000001010111010010',1
36,'1001001110110000011101010110011000101000110111000000011010111001010',2
36,'1001001110001000011001010110010011011011111011010000001010111000010',1
36,'1001001110011010011001001110111010001010110111010000101011111110111',1
36,'1001001110011000001001010111011011011011110011010000001010111000010',1

37,'1001001110011000011001010110010011011011110011010000001010111000010',32
37,'1001001110011000011101010110010011011011110111010000001010111100010',5
37,'1001001110010100011101010110011010001011110101010000011011111001010',10
37,'1011001110011000011101011110010011011011110111011000001010111000110',2
37,'1001001110010000011101010110011010001011110111010000011011111001010',9
37,'1001001110110000011101010110011000101000110111000000011010111001010',4
37,'1001101110000001011001010110111010001011110111010010111111111001010',2
37,'1101111110011000011101011110010011011011110111010010011010111100010',8
37,'1101111110011101011101011110010011011011110111010010011010111100010',3
37,'1011011110110000001100010010011110001111110111000000011011110001010',4
37,'1001101110010000011101010110011010001011111111010000011010111001010',1
37,'1001001110011001011101010110011010001111100111000000011011111001010',1
37,'1001001110010001011001010110111010001011110111010010011011111001010',4
37,'1000001110010000011101000110011010001011110111010000011011111001010',1
37,'1001001110011001011001010110010011011011110011010001001010111000010',1
37,'1001001110011000010101010100010011011011111111010000001010111100010',1
37,'1101001110011000011001010110010011011011110011010000001010111010010',1
37,'1001001110011000011001011011010111011111110011010000001010111000010',1
37,'1001001110011000011001010110010011011011110001010000011010111000010',1
37,'1001001110011000011001010110011011011011110011010000001010111000010',5
37,'1001011110011000011001010110010011011011110011010000001010101000010',1
37,'1101111110010111001101011110010011011011010111010010011010111100010',1
37,'1101001110011000011001010110010011001011110011010010001010111010010',1
37,'1001001110011001011001010110011011011011110011010000001010110000110',1

38,'1001001110011000011001010110010011011011110011010000001010111000010',33
38,'1001001110011000011101010110010011011011110111010000001010111100010',6
38,'1001001110010100011101010110011010001011110101010000011011111001010',10
38,'1001001110011000011001010110011011011011110011010000001010111000010',6
38,'1001001110011001011001010110011011011011110011010000001010110000110',2
38,'1001001110010000011101010110011010001011110111010000011011111001010',10
38,'1011011110110000001100010010011110001111110111000000011011110001010',4
38,'1001001110011000011001010110011011011010110011010000001000111000010',1
38,'1001111110011111011101011110010011011011110111010010011010111000010',1
38,'1001001110011001011101010110011010001111100111000000011011111001010',2
38,'1101111110011101011101011110010011011011110111010010011010111100010',3
38,'1001001110011000011001010110010011011011110011010000001010111000110',1
38,'1101111110011000011101011100010010011111110111010010011010110110010',1
38,'1001001110010001011001010110111010001011110111010010011011111001010',4
38,'1001001110011000011001000110010011011011110011010000001010111000010',1
38,'1101111110011000011101011110010011011011110111010010011010111100010',6
38,'1101001110011000011001010110010011001011110011010010001010111010010',2
38,'1001001110011000010101010100010011011011111111010000001010111100010',1
38,'1001001110011000011001010110010011011011110011010000001010111000011',1
38,'1001001110011000011001010100010011011011110011010000001010111000010',1
38,'1101111110010111001101011110010011011011010111010010011010111100010',2
38,'0100011110011100011101011110010011011011110111010010011000111100010',1
38,'1001001100011000010101010100100111011011111111010000001010111100010',1

39,'1001001110011000011000010100010011011011110011010000001010111000010',1
39,'1001001110011000011001010110010011011011110011010000001010111000010',29
39,'1001001110011000011001010110010011011011110011000000001010111000010',1
39,'1001001100011000010101011100100111011011111111010000001010111100010',1
39,'1001001110011001011001010110011011011011110011010000001010110000110',4
39,'1101111110010111001101011110010011011011010111010010011010111100010',4
39,'1001001110010100011101010110011010001011110101010000011011111001010',11
39,'1001001110010001011001010110111010001011110111010010011011111001010',6
39,'1001001110011000011101010110010011011011110111010000001010111100010',5
39,'1001001110010101011101010110011010001011110101010000011011101001010',1
39,'1000001110011000111001010110010011011011111011010000001010110100010',1
39,'1001001110010000011101010110011010001011110111010000011011111001010',7
39,'1001001110011000011001010110011011011010110011010000001000111000010',2
39,'1001111110011111011101011110010011011011110111010010011010111000010',2
39,'1100001110011000011001010110010011111011110011010001001010111000010',1
39,'1001001110011000011001000110010011011011110011010000001010111000010',2
39,'1101111110011101011101011110010011011011110111010010011010111100010',4
39,'1001001110011000011001010110011011011011110011010000001010111000010',2
39,'1101111111011000011101011110010011011010111111010011011011111100010',1
39,'1101001110011000011001010110010011001011110011010010001010111010010',2
39,'1001001110011000010101010100010011011011111111010000001010111100010',2
39,'1001001110011000010101010110010011011011110111010000001010111100010',1
39,'1101001110011000001001011110010011001001010011010010001010111010000',1
39,'1101111110011000011101011110010011011011110111010010011010111100010',5
39,'1001001110010001011101010110011011001011110111010000011010111001010',1
39,'1001001110011000011001010100010011011011110011010000001010111000010',1
39,'1001001100011000010101010100100111011011111111010000001010111100010',1
39,'1101001110011000011001010110000011001001110011010010001010111010010',1

40,'1001001110010100011101010110011010001011110101010000011011111001010',6
40,'1001001110011000011001010110010011011011110011010000001010111000010',31
40,'1101001110011000011000010110010011011011110011010000001010111000010',1
40,'1001001100011000010101011100100111011011111111010000001010111100010',2
40,'1001001110011001011001010110011011011011110011010000001010110000110',4
40,'1101111110010111001101011110010011011011010111010010011010111100010',1
40,'1101111110011101011101011110010011011001110111110010011010011100010',1
40,'1001001110010001011001010110111010001011110111010010011011111001010',9
40,'1001001110010101011101010110011010001011110101010000011011101001010',2
40,'1000001110011000111001010110010011011011111011010000001010110100010',2
40,'1001001110011000011101010110010011011011110111010000001010111100010',4
40,'1001001110010000011101010110011010001011110111010000011011111001010',10
40,'1001111110011111011101011110010011011011110111010010011010111000010',3
40,'1100001110011000011001010110010011111011110011010001001010111000010',2
40,'1101111110011000011101011110010011011011110111010010011010111100010',5
40,'1001001110011000011001010110011011111011110011010000001010011000010',1
40,'1101111110011101011101011110010011011011110111010010011010111100010',5
40,'1101001110011000011001010110000011001001110011010010001010111010010',2
40,'1101001110011000011001010110010011001011110011010010001010111010010',2
40,'1101111110001001011101011110010011011001110111010010011010111100010',1
40,'1001001110011000010101010110010011011011110111010000001010111100010',2
40,'1001111110011111011001111110010011011011110111010010011010111000010',1
40,'1101111110010111100101010110010011011011010111010010011010111100010',1
40,'1001001110011000011101010110010011001010110011010000001010111000010',1
40,'1001001110010001011001010110111010001011110111010010011010111001010',1

41,'1001001110010100011101010110011010001011110101010000011011111001010',8
41,'1001001110011000011001010110010011011011110011010000001010111000010',30
41,'1101001110011000011000010110010011011011110011010000001010111000010',1
41,'1001001110010001011001010110111010001011110111010010011011111001010',6
41,'1001001110010000011101010110011010001011110111010000011011111001010',10
41,'1001111110011111011001111110010011011011110111010010011010111000010',2
41,'1101111110011101011101011110010011011001110111110010011010011100010',2
41,'1101111110011000011101011110010011011011110111010010011010111100010',6
41,'1001001110011000011101010110010011001010110011010000001010111000010',2
41,'1001001110011001011001010111011011011011110001010000001010110001110',1
41,'1001001110010101011101010110011010001011110101010000011011101001010',4
41,'1101001110011000011001010110010011001011110011010010001010111010010',4
41,'1100001110011000011001010110010011111011110011010001001010111000010',3
41,'1001001110011000011101010110010011011011110111010000001010111100010',1
41,'1001001110011000010101010110010011011011110111010000001010111100010',2
41,'1101111110011101011101011110010011011011110111010010011010111100010',2
41,'1101001110011000011001010110000011001001110011010010001010111010010',2
41,'1001111110011111011101011110010011011011110111010010011010111000010',4
41,'1001001110010001011001010110111010001011110111010010011010111001010',2
41,'1001001110011000011001000111010011001001110011010000001010111100010',1
41,'1001001110011000011101010110010011011011110011010000001010111000010',1
41,'1100000110111001011000010110010011011011110011010000001010111000010',1
41,'1001001110011001011001010110011011011011110011010000001010110000110',1
41,'1001001110010000011101010010011010001011110111010000011011111001010',1
41,'1001001110011000011101011110000011011011110111010100001110111100010',1
41,'1001001110010000011101010110011010001011110111010000011011111000010',1
41,'1100001111011000011101010110010001111011110011010001001010111000010',1

42,'1001001110010001011001010110111010001011110111010010011011111001010',6
42,'1001111110011111011001111110010011011011110111010010011010111000010',3
42,'1101001110011000011001010110010011001011110011000010001010111010010',1
42,'1001111110011111010001111110010011011011110111010010011010111000010',1
42,'1001001110010000011101010110011010001011110111010000011011111001010',14
42,'1001001110011000011001010110010011011011110011010000001010111000010',30
42,'1101111110011101011101011110010011011001110111110010011010011100010',2
42,'1101111110011000011101011110010011011011110111010010011010111100010',4
42,'1100001110011000011001010110010011111011110011010001001010111000010',4
42,'1001111110011111011101011110010011011011110111010010011010111000010',2
42,'1001001110010100011101010110011010001011110101010000011011111001010',6
42,'1001001110010101011101010110011010001011110101010000011011101001010',4
42,'1101001110011000011001010110010011001011110011010010001010111010010',1
42,'1001001110011000010101010110010011011011110111010000001010111100010',2
42,'1101111110011101011101011110010011011011110111010010011010111100010',3
42,'1001001110010001011001010110111010001011110111010010011010111001010',4
42,'1100000110111001011000010110010011011011110011010000001010111000010',2
42,'1001001110011000011101011110000011011011110111010100001110111100010',2
42,'1001001110011000011001000111010011001001110011010000001010111100010',2
42,'1001001110010000011101010110011010001011110111010000011011111000010',2
42,'1001001110010000011101010010011010001101110110010000011011111001010',1
42,'1001001110011001011001010110011011011011110011010000001010110000110',1
42,'1101111110011100011011011110010011011011110111010010011010111100010',1
42,'1001001110011001011001010010010011011010100011010000001010110000110',1
42,'1001001110010000011101010010011010001011110111010000011011111001010',1

43,'1001001110011000011001010110010011011011110011010000001010111000010',28
43,'1001111110011111011001111110010011011011110111010010011010111000010',3
43,'1101001110011000011001010110010011001011110011000010001010111010010',2
43,'1001001110010001011001010110111010001011110111010010011010111001010',6
43,'1001001110010000011101010110011010001011110111010000011011111001010',9
43,'1101111110011000011101011110010011011011110111010010011010111100010',2
43,'1100001110011000011001010110010011111011110011010001001010111000010',5
43,'1001111110011111011101011110010011011011110111010010011010111000010',2
43,'1001001110010100011101010110011010001011110101010000011011111001010',6
43,'1001001110010101011101010110011010001011110101010000011011101001010',8
43,'1100000110111001011000010110010011011011110011010000001010111000010',2
43,'1001001110011000011001000111010011001001110011010000001010111100010',4
43,'1101111110011101011101011110010011011001110111110010011010011100010',2
43,'1001001110011000010101010110010011011011110111010000001010111100010',4
43,'1001001110010001011001010110111010001011110111010010011011111001010',3
43,'1100001110111000011001010110011011111011110111111001001010111000010',1
43,'1101111110011101011101011110010011011011110111010010011010111100010',2
43,'1001001010010001011001000110111000011011110011010010011011111001010',1
43,'1001001110011001011001010110011011011011110011010000001010110000110',2
43,'1001001110011000011001010110010011011011110011010000001010011000010',1
43,'0101001010011000011001010110010010011011100011010000001010111000010',1
43,'1001001110011000011101011110000011011011110111010100001110111100010',2
43,'1001001110010000011101010110011010001011110111010000011011111000010',2
43,'1001111110011111011001111110010011001011110111010010011010111000010',1
43,'1001001110010000011101010110011010000011110111010000011011111001010',1

44,'1001001110011000011001010110010011011011110011010000001010111000010',26
44,'1001111110011111011001111110010011011011110111010010011010111000010',4
44,'1101001110011000011001010110010011001011110011000010001010111010010',4
44,'1001001110010001011001010110111010001011110111010010011010111001010',7
44,'1001001110010000011101010110011010001011110111010000011011111000010',2
44,'1001001110011000011001010100010011011011100011110000001010011000010',1
44,'1101111110011000011101011110010011011011110111010010011010111100010',2
44,'1001001110011000010101010110010011011011110111010000001010111100010',5
44,'1001001110010100011101010110011010001011110101010000011011111001010',11
44,'1100000110111001011000010110010011011011110011010000001010111000010',2
44,'1001001110011000011001000111010011001001110011010000001010111100010',7
44,'1001001110010000011101010110011010001011110111010000011011111001010',6
44,'1100001110011000011001010110010011111011110011010001001010111000010',3
44,'1001001110110000011111010110011010001011110101010000001011111001010',1
44,'1001001110010001011001010110111010001011110111010010011011111001010',2
44,'1100001110111000011001010110011011111011110111111001001010111000010',2
44,'1001001110011000010101010110000011011011110111010000001010111100010',1
44,'1001001110010101011101010110011010001011110101010000011011101001010',4
44,'1001001110011001011001010110011011011011110011010000001010110000110',2
44,'1001001110011000011001010110010011011011110011010000001010011000010',1
44,'1101111110011101011101011110010011011011110111010010011010111100010',2
44,'1001001110011000011101011110000011011011110111010100001110111100010',2
44,'1100001110001000011001011110010011111011110011010001001110111000010',1
44,'1001001110011001011001010110111010001011010111010010011010111001110',1
44,'1001001110011000011011000111010011001001110111010000001010111100010',1

45,'1001001110011000011001010110010011011011110011010000001010111000010',28
45,'1001111110011111011001111110010011011011110111010010011010111000010',4
45,'1101001110011000011001010110010011001011110011000010001010111010010',5
45,'1001111110001111011101111110010011011011110111010010011000111000010',1
45,'1101111110011000011101011110010011011011110111010010011010111100010',4
45,'1001001110011000011001010100010011011011100011110000001010011000010',2
45,'1001001110010101011101010110011010001011110101010000011011101001010',2
45,'1001001110010001011001010110111010001011110111010010011010111001010',8
45,'1001001110011000010101010110010011011011110111010000001010111100010',2
45,'1001001110011000011001010110010011011011110001010000001010111000010',1
45,'1001001110010100011101010110011010001011110101010000011011111001010',6
45,'1001001110010000011101010110011010001011110111010000011011111001010',3
45,'1100001110011000011001010110010011111011110011010001001010111000010',4
45,'1001001110010100011101010110111010001011110101010000011011111001010',1
45,'1001001110010000011101010110011010001011110111010000011011111000010',2
45,'1001001110011000010101010110000011011011110111010000001010111100010',2
45,'1001101110010000010101010110001000001011110111010000011011111001010',1
45,'1001001110011100011101010110011001001011110101010000011011011001010',1
45,'1100001110111000011001010110011011111011110111111001001010111000010',2
45,'1001001110010001011001010110111010001011110111010010011011111001010',1
45,'1001001110011000011001000111010011001001110011010000001010111100010',7
45,'1101001110011000011001010110010111111001110011000010001010111010010',1
45,'1100001010001000011001011110010011111011110011010001001110111000010',1
45,'1100000110111001011000010110010011011011110011010000001010111000010',2
45,'1001001110011000011011010100010011011111110011010000001010111010010',1
45,'1001001110011001011001010110111010001011010111010010011010111001110',2
45,'1001001110010001011001010110111010011011110111010010011011111001010',1
45,'1001001110011000011101011110000011011011110111010100001110111100010',2
45,'1001001110011000011001000111010011001000111011010000001010111100010',1
45,'1011111110011111011001111110010010011011111111110110011010111000010',1
45,'1100001110001000011001011110010011111011110011010001001110111000010',1

46,'1001001110011000011001010110010011011011110011010000001010111000010',28
46,'1100001110011000011001010110010011111011110011010001001010111000010',4
46,'1001001110011000010101010110000011011011110111010000001010111100010',2
46,'1000001110011100010101010110011011001011110101010000010011011001010',1
46,'1001001110010000011101010110011010001011110111010000011011111001010',4
46,'1101001110011000011001010110010011001011110011000010001010111010010',5
46,'1001001110010100011101010110011010001011110101010000011011111001010',6
46,'1001001110011000011101011110000011011011110111010100001110111100010',2
46,'1001001110011000010101010110010011011011110111010000001010111100010',1
46,'1101001110011000111001110110010011001011110011010110001010111010010',1
46,'1101111110011000011101011110010011011011110111010010011010111100010',2
46,'1001001110010011011001010110111010011011110111010010111011111001010',1
46,'1001111110011111011001111110010011011011110111010010011010111000010',4
46,'1001001110010100011101010110111010001011110101010000011011111001010',2
46,'1100000110111001011000010110010011011011110011010000001010111000010',4
46,'1001001110010001011001010110111010001011110111010010011010111001010',8
46,'1001101110010000010101010110001000001011110111010000011011111001010',1
46,'1001001110011100011101010110011001001011110101010000011011011001010',1
46,'1001001110011101011001110110101010001011110111010010011010111001010',1
46,'1100001110111000011001010110011011111011110111111001001010111000010',2
46,'1001001110010001011001010110111010001011110111010010011011111001010',1
46,'1001001110011000011001000111010011001001110011010000001010111100010',4
46,'1100001110011000011000010110010011011011110011010001001010111100010',1
46,'1001101110011000010101010110010011011011110111010010000010111100001',1
46,'1011111110011111011001111110010010011011111111110110011010111000010',2
46,'1001001111010100011101000110011010001011111101010000011011111001010',1
46,'0100001110011000011001010110010011111011110011010001001010111000010',1
46,'1100111110011000011101011110010011011011110111010010011010111100010',1
46,'1001101110010001011001010110111010001011110111010010011010111001010',1
46,'1111111110011000011101011110010011011011110111010010011010111101010',1
46,'1001001110011001011001010110111010001011010111010010011010111001110',2
46,'1001101010010000010101010110011000001001110111010000010011111001110',1
46,'1001001110011000011001000111010011001000111011010000001010111100010',2
46,'1111001010010100010101010110011010001011110101010000011011110001010',1

47,'1001111110011111011001111110000011011011110111011010011010111000010',1
47,'1001001110011000011001010110010011011011110011010000001010111000010',23
47,'1001101110010000010101010110001000001011110111010000011011111001010',2
47,'1001001110011000011001000111010011001001110011010000001010111100010',4
47,'1000001110011100010101010110011011001011110101010000010011011001010',2
47,'1000000110111001011000010110010011011011110001010000001010111000010',1
47,'1101001110011000011001010110010111001011110011000010001010111010010',1
47,'1001001110010000011101010110011010001011110111010000011011111001010',5
47,'1100001110111000011001010110010011111011110011110001001010111000010',1
47,'1001001110010100011101010110011010001011110101010000011011111001010',6
47,'1101001110011000011001010110010011001011110011000010001010111010010',4
47,'1001001110011000010101010110010011011011110111010000001010111100010',1
47,'1101001110011000111001110110010011001011110011010110001010111010010',2
47,'1001001110010001011001010110110010001011010111010010011010111001010',1
47,'1001001110010011011001010110111010011011110111010010111011111001010',2
47,'1001001111010000011101010110011010001010110111010000011011111011010',1
47,'1001001110010001011001010110111010001011110111010010011010111001010',11
47,'1001001110010100011101010110111010001011110101010000011011111001010',4
47,'1100000110111001011000010110010011011011110011010000001010111000010',7
47,'1101111110011000011101011110010011011011110111010010011010111100010',2
47,'1001001010011000010101010110010001011011110111011000001010110100010',1
47,'1001001110010001011001010110111010001011110111010010011011111001010',2
47,'1011111110011111011001111110010010011011111111110110011010111000010',2
47,'1100001110011000011000010110010011011011110011010001001010111100010',2
47,'1001101110011000010101010110010011011011110111010010000010111100001',2
47,'1111111110011000011101011110010011011011110111010010011010111101010',2
47,'1001111110011111011001111110010011011011110111010010011010111000010',1
47,'1001101110010001011001010110111010001011110111010010011010111001010',2
47,'1001001110011000111001010110010011011011110011010000001010111000010',1
47,'1001001110011001011001010110111010001011010111010010011010111001110',2
47,'1101001110011000011001010110010010000011110011000010001010111010010',1
47,'1100001110011000011001010110010011111011110011010001001010111000010',1

48,'1001111110011111011001111110000011011011110111011010011010111000010',2
48,'1001001111010000011101010110011010001010110111010000011011111011010',2
48,'1001101110010000010101010110001000001011110111010000011011111001010',4
48,'1001001110011000011001000111010011001001110011010000001010111100010',5
48,'1000001110011100010101010110011011001011110101010000010011011001010',2
48,'1000000110111001011000010110010011011011110001010000001010111000010',2
48,'1100000110111001011000010110010011011011110011010000001010111000010',7
48,'1001001110010100011101010110111010001011110101010000011011111001010',4
48,'1001001110010100011101010110011010001011010001010100011011111001010',1
48,'1100001110111000011001010110010011111011110011110001001010111000010',2
48,'1001001110010011011001010110111010011011110111010010111011111001010',2
48,'1101001110011000011001010110010011001011110011000010001010111010010',6
48,'1001001110011000011001010110010011011011110011010100001010111000010',1
48,'1001001110010000011101010110011010001011110111010000011011111001010',2
48,'1001001110010100011101010110011010001011110101010000011011111001010',4
48,'1001001110011100111001010110010011011011110011010000001010111000110',1
48,'1001001110011000011001010110010011011011110011010000001010111000010',20
48,'1001001110010001011001010110111010001011110111010010011010111001010',8
48,'1101111110011000011101011110010011011011110111010010011010111100010',4
48,'1001001110010001011001010110111010001011110111010010011011111001010',2
48,'1011111110011111011001111110010010011011111111110110011010111000010',2
48,'1111111110011000011101011110010011011011110111010010011010111101010',3
48,'1001101110011000010101010110010011011011110111010010000010111100001',2
48,'1001001110011001011001010110111010001011010111010010011010111001110',4
48,'1001101110010001011001010110111010001011110111010010011010111001010',4
48,'1001001110010100011101010110011010001011011101010000011001111001010',1
48,'1111111110010000001101011110010011001011110111011010011011111101010',1
48,'1001001110011000011001000111011011011001110101010000001000111100010',1
48,'1100000110111001011000011110000011010011110011010000001010111000011',1

49,'1001111110011111011001111110000011011011110111011010011010111000010',4
49,'1001001110010100011101010110011010001011110101010000011011111001010',3
49,'1001101110010000010101010110001000001011110111010000011011111001010',8
49,'1001001110011000011001000111010011001001110011010000001010111100010',4
49,'1001001110011000011001010110010011011011110011010000001010111000010',11
49,'1000000110111001011000010110010011011011110001010000001010111000010',1
49,'1001001110010001011000010110111010001011110111010010011011111001010',1
49,'1001001110010100011101010110111010001011110101010000011011111001010',4
49,'1001001110010100011101010110011010001011010001010100011011111001010',1
49,'1001101110011000010101010110010011011011110111010010000010111100001',2
49,'1101001110011000011001010110010011001011110011000010001010111010010',7
49,'1001001010011000011001010110010011011011110011010000001010111000010',1
49,'1001001110010000011101010110011010001011110111010000011011111001010',4
49,'1001001111010000011101010110011010001010110111010000011011111011010',2
49,'1000000100101001011000011110010011011011110001010010001010111000010',1
49,'1100000110111001011000010110010011011011110011010000001010111000010',6
49,'1101111110011000011101011110010011011011110111010010011010111100010',6
49,'1001001110010001011001010110111010001011110111010010011010111001010',9
49,'1001000010010100011101010110011010011011110101000000011011111001010',1
49,'1111111110010000001101011110010011001011110111011010011011111101010',2
49,'1001001110010001011001010110111010001011110111010010011011111001010',3
49,'1011111110011111011001111110010010011011111111110110011010111000010',2
49,'1111111110011000011101011110010011011011110111010010011010111101010',4
49,'1001001110011001011001010110111010001011010111010010011010111001110',2
49,'1001101110010001011001010110111010001011110111010010011010111001010',3
49,'1011001110010001011001110110111010001011100111010110011010111001010',1
49,'1001001111011100011001110110010011011011110001010000001010101000010',1
49,'1001001010010100111101010110011000001011011101010000001001111001010',1
49,'1001001100011000011001010010010011011011110011010000101010111010010',1
49,'1001001110010001011001011110101010001011100101010010011010111001010',1
49,'1001001110010100011101010110011010001011011101010000011001111001010',1
49,'1101001110011000011001010110010011001011111011000010001010111010010',1
49,'1101001110010100011101010110011010001011010001010100011011111001010',1

50,'1100100111111001011000010110010011011011100011010001001010111000010',1
50,'1100000110111001011000010110010011011011110011010000001010111000010',7
50,'1101111110011000011101011110010011011011110111010010011010011100010',1
50,'1001001110011000011001000111010011001001110011010000001010111100010',3
50,'1101001110011001011001010110010111001011110011000010001010111010010',1
50,'1101001110011000011001010110010011001011111011000010001010111010010',2
50,'1001001110010001011001010110111010001011110111010010011010111001010',14
50,'1001101110010000010101010110001000001011110111010000011011111001010',7
50,'1001101110010000100101010100001000101011110111010000011011111001010',1
50,'1101001110011000011001010110010011001011110011000010001010111010010',8
50,'1001001110010000011101010110011010001011110111010000011011111001010',4
50,'1111111110000000001101011110000011001011111111011010011011111101110',1
50,'1001001110010100011101010110011010001011110101010000011011111001010',3
50,'1101001110011000011001010110010010001010110011000010001010111010010',1
50,'1001001110011000011001010110010011011011110011010000001010111000010',6
50,'1001001110011001011001010110111010001011010111010010011010111001110',4
50,'1101001110011000011011010110010011001011110011000010001010111010010',1
50,'1001101110010001011001010110111010001011110111010010011010111001010',6
50,'1011101110011111011001111110010010011011111111110110011010110000010',1
50,'1001001110010100011101010110111010001011110101010000011011111001010',4
50,'1001001110010001011001010110111010001011110111010010011011111001010',2
50,'1011111110011111011001111110010010011011111111110110011010111000010',2
50,'0001001110000001011001010110111010001111110111010010001010111011010',1
50,'1101001110011000011001010110010011001011100011000010001010111010010',1
50,'1101001110010100011101010110011010001011010001010100011011111001010',2
50,'1001001110011000011001000111010011010001110011010000001010111110010',1
50,'1111111110011111011001111110010010011011111111110110011010111000010',1
50,'1101111110011000011101011110010011011011110111010010011010111100010',2
50,'1001111110011111011001111110000011011011110111011010011010111000010',2
50,'1001101110011000010101010110010011011011110111010010000010111100001',2
50,'1001001110010001011001011110101010001011100101010010011010111001010',2
50,'1101110110011000011001011110010011011011110111010010011010111100110',1
50,'1001011110010001011001010110110010001011110111010011011010111001010',1
50,'1001000110010100011101010110011010001011011001010000011001111001110',1
50,'1001001110010100011101010110011010001011110101010000011011111011010',1
50,'1001001110010100011101010110011010001011011101010000011001111001010',1
50,'1111111110010000001101011110010011001011110111011010011011111101010',1

51,'1100100111111001011000010110010011011011100011010001001010111000010',2
51,'1001001110011000011001000111010011001001110011010000001010111100010',2
51,'1101111110011000011101011110010011011011110111010010011010011100010',2
51,'1100001110110001011000010110010011011110110011010001001010111000010',1
51,'1101001110011001011001010110010111001011110011000010001010111010010',2
51,'1001001110011001011001010110111010001011010111010010011010111001110',6
51,'1100000110111001011000010110010011011011110011010000001010111000010',3
51,'1001001110010001011001010110111010001011110111010010011010111001010',18
51,'1001101110010000010101010110001000001011110111010000011011111001010',9
51,'1001101110010000100101010100001000101011110111010000011011111001010',2
51,'1101001110011000011001010110010011001011110011000010001010111010010',7
51,'1001101110010000011001010110111010001011110111010010111110111001010',1
51,'1001001110011000011001010110010011011011110011010000001010111000010',3
51,'1001001110010000011101010110011010001011110111010000011011111001010',2
51,'1011101111011111011001111110010010011011111111111110011010111000010',1
51,'1001001110010100011101010110011010001011110101010000011011111001010',2
51,'1101001110011000011001010110010010001010110011000010001010111010010',2
51,'1001111110011111011001111110000011011011110111011010011010111000010',3
51,'1101001110011000011011010110010011001011110011000010001010111010010',2
51,'1001001110010100011101010110111010001011110101010000011011111001010',4
51,'1011111110011111011001111110010010011011111111110110011010111000010',2
51,'0001001110000001011001010110111010001111110111010010001010111011010',2
51,'1001101110011000010101010110010011011011110111010010000010111100001',4
51,'1001001110010001011001010110111010001011110111010010011011111001010',2
51,'1001001110011000011001010110010011011011110011010000101010101000010',1
51,'1101001110011000011011110110010011011011110011000010001010111010010',1
51,'1101001110010100011101010110011010001011010001010100011011111001010',2
51,'1001101110010001011001010110111010001011110111010010011010111001010',3
51,'1001001110010001011001011110101010001011100101010010011010111001010',2
51,'1101110110011000011001011110010011011011110111010010011010111100110',2
51,'1001011110010001011001010110110010001011110111010011011010111001010',2
51,'1001111010001111011001111010000011011011110111011010011010111000010',1
51,'1001101110010000010101010110011000001011111111010000001011111001010',1
51,'1111111110011110111001111110010010011001111111110110001010111000010',1

52,'1100100111111001011000010110010011011011100011010001001010111000010',4
52,'1011111110011111011000111110010010011011111111110110011010111000010',1
52,'1001101110010000010101010110001000001011110111010000011011111001010',11
52,'1101001110011000011001010110010011001011110011000010001010111010010',4
52,'1101001110011001011001010110010111001011110011000010001010111010010',1
52,'1001101110011000010101010110010011011011110111010010000010111100001',4
52,'1100000110111001011000010110010011011011110011010000001010111000010',3
52,'1001001110010001011001010110111010001011110111010010011010111001010',19
52,'1001001110010001011001010110111010001011110111010010011011111001010',4
52,'1001001110010000111001010110111010101011010111010010011010111001110',1
52,'1001001110011000011001010110010011011011110011010000001010111000010',3
52,'1001001110011101010001010110111010001010010111010010011010111001110',1
52,'1001001110010100011101010110011010001011110101010000011011111001010',4
52,'1001001110010100011101010110111010001011110101010000011011111001010',2
52,'1001001110011001011001010110111010001011010111010010011010111001110',4
52,'1101101110011000011001010110000011011011110011010000001010111000010',1
52,'1100000110111101011000010110010011011011110011010000001010111000010',1
52,'1101110110011000011001011110010011011011110111010010011010111100110',2
52,'1001001110011000011001000111010011001101110011010000001110111100010',1
52,'1001101110010000010101010110011000001011111111010000001011111001010',2
52,'1001011110010001011001010110110010001011110111010011011010111001010',2
52,'1101001110011000011001010110010010001010110011000010001010111010010',2
52,'0001001110000001011001010110111010001111110111010010001010111011010',1
52,'1001001110010001011001011110101010001011100101010010011010111001010',2
52,'1001111110011111011001111110000011011011110111011010011010111000010',2
52,'1001001110011000011001010110010011011011110011010000101010101000010',2
